synthetic_graph_id,synthetic_contract,synthetic_interaction_id,family,template_split,template_graph_id,template_interaction_id,template_function,call_method,state_variable,source_hash,label
SYNTH_REENTRANCY::00071::SyntheticReentrancy00071,SyntheticReentrancy00071,i:harvest71,harvest,train,FORGE::vfp_00007::Folio,i:mint,mint,transfer,credits3,906134102d6d217654c3fe94f3ad7c19c73b51a670b10a90af1562ccb9460f74,1
SYNTH_REENTRANCY::00072::SyntheticReentrancy00072,SyntheticReentrancy00072,i:withdraw72,withdraw,test,DAPP::DAppSCAN-source/contracts/SlowMist-ForTube2.0 Smart Contract Security Audit Report/bond-854527d0ea7ad2ddd3504b4d4ae3fcb57cb6445d::PRA,i:lock,lock,send,pendingRewards4,0ac51fb9e2dc54f6a72117857999c24965e8ee57397bf1abc9e40f421f68e80f,1
SYNTH_REENTRANCY::00073::SyntheticReentrancy00073,SyntheticReentrancy00073,i:claimReward73,claimReward,train,FORGE::vfp_00007::Folio,i:distributeFees,distributeFees,safeTransfer,withdrawalRequests5,acd9df46ac7fffe8b1d91913c5a15178147bc141a95f143c79763fefc5ee4882,1
SYNTH_REENTRANCY::00074::SyntheticReentrancy00074,SyntheticReentrancy00074,i:refund74,refund,train,DAPP::DAppSCAN-source/contracts/PeckShield-BabySwap/code::MasterChef,i:withdraw,withdraw,transfer,shares6,f88f5fcb51da9a3e07bc8d9ee320a64e4076d8db20d66a6746413defcc4b95ff,1
SYNTH_REENTRANCY::00075::SyntheticReentrancy00075,SyntheticReentrancy00075,i:unstake75,unstake,train,DAPP::DAppSCAN-source/contracts/QuillAudits-coalichain/CoaliSC-3f0920d650467279f7ceee08776bd74ecadd3237::Main,i:createBallot,createBallot,call,stakes7,e8e20dffe582e188ceabb0b119a398e2363813f6b62c86c1a83f3b8eee8f0b66,1
SYNTH_REENTRANCY::00076::SyntheticReentrancy00076,SyntheticReentrancy00076,i:redeem76,redeem,val,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-OriginDollar/origin-dollar-81431fd3b2aa4c518ffc389844f9708c00b516f0::VaultCore,i:mintMultiple,mintMultiple,transfer,claims8,2f0248d3353709089ec45dacff79b831da0be664a79042a4e690530253515a98,1
SYNTH_REENTRANCY::00077::SyntheticReentrancy00077,SyntheticReentrancy00077,i:payout77,payout,test,DAPP::DAppSCAN-source/contracts/PepperSec-Aira-Robonomic/robonomics_contracts-cc35a91de187072214d215262d8371f0159c2498::LighthouseLib,i:withdraw,withdraw,send,escrowed9,35196e50ad4b282c12a0e4f9c71d2b74c596c77c4547acfe0e2582460c6b88b1,1
SYNTH_REENTRANCY::00078::SyntheticReentrancy00078,SyntheticReentrancy00078,i:release78,release,train,DAPP::DAppSCAN-source/contracts/PeckShield-Convex_Frax/frax-cvx-platform-2f8573ee796daa022c1050b4a749bf08049c439b::StakingProxyUniV3,i:lockAdditional,lockAdditional,safeTransfer,payouts10,c11a8be209cf55a36ab3d11d18ee67312b1bc3d12abb83b2d925fed5d9e39473,1
SYNTH_REENTRANCY::00079::SyntheticReentrancy00079,SyntheticReentrancy00079,i:exit79,exit,train,DAPP::DAppSCAN-source/contracts/PeckShield-CryptoHeroes/cryptoheroes-6cb0eaf8c88fdaab89d2b4c83535a189c7793001::CryptoHeroesUniverse,i:deposit,deposit,transfer,positions11,faaf39c189463fbc212d6a904f811464447616564ddf1c064f701dd467e659cd,1
SYNTH_REENTRANCY::00080::SyntheticReentrancy00080,SyntheticReentrancy00080,i:claim80,claim,train,DAPP::DAppSCAN-source/contracts/Chainsecurity-Angle Protocol/angle-core-46e6d32837cbe97a4af0adb693e63afa0d01fc3e::PerpetualManagerFront,i:openPerpetual,openPerpetual,call,balances12,6747ad09d0391795175efd9d59ddc2256159e0cfc7dba15c53109d7a01b3d291,1
SYNTH_REENTRANCY::00081::SyntheticReentrancy00081,SyntheticReentrancy00081,i:settle81,settle,train,DAPP::DAppSCAN-source/contracts/PeckShield-Hegic(v8888)/Hegic-v8888-2dcd44dc1ae07881e94d52fa618f9704bfd4ffda::HegicPool,i:provideFrom,provideFrom,transfer,credits13,8f7da09d2645f49f0220f1669292fd70bd98d06d630bb0ab60fba1fa7d18e9d8,1
SYNTH_REENTRANCY::00082::SyntheticReentrancy00082,SyntheticReentrancy00082,i:collect82,collect,train,FORGE::vfp_00174::P2pResolvProxy,i:withdrawRESOLV,withdrawRESOLV,send,pendingRewards14,dda133c285380174aea5d6cb7a5ae47d3b99de455a7a0d14b02fcb86b0d711a3,1
SYNTH_REENTRANCY::00083::SyntheticReentrancy00083,SyntheticReentrancy00083,i:harvest83,harvest,train,DAPP::DAppSCAN-source/contracts/QuillAudits-Bond Appetit-Bond Appetit/bondappetit-protocol-355180f0aca0b29d60d808f761052956b7a3a159::ProfitSplitter,i:_payToRecipients,_payToRecipients,safeTransfer,withdrawalRequests15,2adc101fe67a4fb8f9758c7c860f5f6c2dccee68e5ccb5d9be452cf8aa049338,1
SYNTH_REENTRANCY::00084::SyntheticReentrancy00084,SyntheticReentrancy00084,i:withdraw84,withdraw,train,FORGE::vfp_00209::StakingManager,i:stake,stake,transfer,shares16,2b31483df9741b16252fb3d6f3cb14630709d9b03d4d8b8c6b6ffe35d9f90ee0,1
SYNTH_REENTRANCY::00085::SyntheticReentrancy00085,SyntheticReentrancy00085,i:claimReward85,claimReward,test,DAPP::DAppSCAN-source/contracts/Solidity_Finance-OKLG - Smart Contract/contracts-e167d0d742d21bcc62d7a5b770a1f0ed1cf31eca::MTGYTokenLocker,i:withdrawLockedTokens,withdrawLockedTokens,call,stakes0,d76fa1194c99155f8c11bb83656df6287135d5075e98e99c99e9f21bf38e9d7a,1
SYNTH_REENTRANCY::00086::SyntheticReentrancy00086,SyntheticReentrancy00086,i:refund86,refund,val,DAPP::DAppSCAN-source/contracts/consensys-DeFi_Saver/defisaver-v3-contracts-cb29669a84c2d6fffaf2231c0938eb407c060919::FLAaveV2,i:executeOperation,executeOperation,transfer,claims1,9fd8da717e4845f02322fc8e4069af94fa2162c2b45a12c5eaf9d8391d79a648,1
SYNTH_REENTRANCY::00087::SyntheticReentrancy00087,SyntheticReentrancy00087,i:unstake87,unstake,train,DAPP::DAppSCAN-source/contracts/Iosiro-1inch Exchange Staking Rewards Smart Contract Audit/liquidity-protocol-c9c8bc600e8e7897f70f84b006de601d4f4bcbe3::BaseRewards,i:getReward,getReward,send,escrowed2,4472a1d4146b962261c7bbe1e1861e9b3e2ba544ca46fd0acdf1c530fc2c938f,1
SYNTH_REENTRANCY::00088::SyntheticReentrancy00088,SyntheticReentrancy00088,i:redeem88,redeem,train,FORGE::vfp_00102::StopLimit,i:modifyOrder,modifyOrder,safeTransfer,payouts3,99b51934d46e3ebf9a3420d187d1673309c2eab8ef89a74ad282356039a58c1b,1
SYNTH_REENTRANCY::00089::SyntheticReentrancy00089,SyntheticReentrancy00089,i:payout89,payout,val,FORGE::vfp_00001::AgentImageService,i:requestImage,requestImage,transfer,positions4,1d97976317e14d691c5c0ccfd24be833c75230baefa6445077cdc54587fd6201,1
SYNTH_REENTRANCY::00090::SyntheticReentrancy00090,SyntheticReentrancy00090,i:release90,release,train,FORGE::vfp_00189::Box,i:deallocate,deallocate,call,balances5,3848d8c24c45c54398c5aa342837bbdc594e5cb2b932a7416b4452667819a863,1
SYNTH_REENTRANCY::00091::SyntheticReentrancy00091,SyntheticReentrancy00091,i:exit91,exit,val,DAPP::DAppSCAN-source/contracts/QuillAudits-GearBox Protocol-GearBox Protocol/gearbox-contracts-0ac33ba87212ce056ac6b6357ad74161d417158a::UniswapV3Adapter,i:exactInput,exactInput,transfer,credits6,b355210bc6e9572f497ef94035efdc5fc19efdacc7ae5282de63e8a6888f50a8,1
SYNTH_REENTRANCY::00092::SyntheticReentrancy00092,SyntheticReentrancy00092,i:claim92,claim,train,DAPP::DAppSCAN-source/contracts/PeckShield-StackerVC/StackerVC_VentureFund001-3cfb98b21f4731dfd62993feb7c7d1540837f59b::LPGauge,i:deposit,deposit,send,pendingRewards7,98ea05f6938f11c11a429207b2bd8ee89a6c61e9aa6a314ac3619f5704a08bb8,1
SYNTH_REENTRANCY::00093::SyntheticReentrancy00093,SyntheticReentrancy00093,i:settle93,settle,train,DAPP::DAppSCAN-source/contracts/consensys-Aave_Protocol_V2/aave-protocol-v2-f756f44a8d6a328cd545335e46e7128939db88c4::LendingPool,i:deposit,deposit,safeTransfer,withdrawalRequests8,72445119e1f587cf1bb95ad9a3dc1587baf0d46ffb02ba96526640748842944d,1
SYNTH_REENTRANCY::00094::SyntheticReentrancy00094,SyntheticReentrancy00094,i:collect94,collect,test,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-Liquity/dev-f0df3efa5a5f05b205752184cfce107c5bd6e06c::BorrowerOperations,i:_moveTokensAndETHfromAdjustment,_moveTokensAndETHfromAdjustment,transfer,shares9,8d228fd11f86f20cc1bc94dcbeecb4c4786066dfd6009cbb0eddda181c0a97c6,1
SYNTH_REENTRANCY::00095::SyntheticReentrancy00095,SyntheticReentrancy00095,i:harvest95,harvest,train,DAPP::DAppSCAN-source/contracts/Coinbae-Hakka_Finance_wHakka/code::wHakka,i:stake,stake,call,stakes10,ec207f8c4f30284ee850c5916397919081271415e34d1200259d5fcb6cddbb75,1
SYNTH_REENTRANCY::00096::SyntheticReentrancy00096,SyntheticReentrancy00096,i:withdraw96,withdraw,train,DAPP::DAppSCAN-source/contracts/consensys-Idle_Finance/idle-tranches-d94ee7194e8cb17db13b16c338f3e780b62f5435::IdleCDO,i:_deposit,_deposit,transfer,claims11,a4e3c471a3eaf17bf0274d6366673d8bb275e3d048eaacbdd94fc8db4b7705a0,1
SYNTH_REENTRANCY::00097::SyntheticReentrancy00097,SyntheticReentrancy00097,i:claimReward97,claimReward,test,DAPP::DAppSCAN-source/contracts/PepperSec-Aira-Robonomic/robonomics_contracts-cc35a91de187072214d215262d8371f0159c2498::RobotLiabilityLib,i:finalize,finalize,send,escrowed12,0bc4abe9ea106cb1d9310aad9a059af569823464be7b26658e10f94687ce26e1,1
SYNTH_REENTRANCY::00098::SyntheticReentrancy00098,SyntheticReentrancy00098,i:refund98,refund,train,DAPP::DAppSCAN-source/contracts/Chainsulting-Furucombo-project2/trevi-b3f7fd332873321152db48c9d43fc23a60a29f1a::FountainBase,i:_depositAngel,_depositAngel,safeTransfer,payouts13,e26f8b1904bbce2ffe6104211402f5198769cc8b466f8f31038ebcc1af05cb0e,1
SYNTH_REENTRANCY::00099::SyntheticReentrancy00099,SyntheticReentrancy00099,i:unstake99,unstake,train,FORGE::vfp_00096::MarketConfigurator,i:_migrateFactoryTargets,_migrateFactoryTargets,transfer,positions14,3c4a1c837028893efa9b37485f712afbd8a97e4673c4e51bf817164cd22f5fb7,1
SYNTH_REENTRANCY::00100::SyntheticReentrancy00100,SyntheticReentrancy00100,i:redeem100,redeem,train,DAPP::DAppSCAN-source/contracts/PeckShield-Buffer/code::BufferBNBOptions,i:create,create,call,balances15,8c07183c72db1f431753cc271c4759113db004920e8652648177f929cd6e51e5,1
SYNTH_REENTRANCY::00101::SyntheticReentrancy00101,SyntheticReentrancy00101,i:payout101,payout,train,DAPP::DAppSCAN-source/contracts/consensys-Skyweaver/Skyweaver-contracts-bde0c184db6168bf86656a48b12d5747950b54d9::EternalHeroesFactory,i:_buy,_buy,transfer,credits16,eaaef88912884707191098bc5f804260c1bc1c2c604a6d0e80e2da6b43f4120d,1
SYNTH_REENTRANCY::00102::SyntheticReentrancy00102,SyntheticReentrancy00102,i:release102,release,train,DAPP::DAppSCAN-source/contracts/consensys-Aave_Protocol_V2/aave-protocol-v2-f756f44a8d6a328cd545335e46e7128939db88c4::LendingPool,i:flashLoan,flashLoan,send,pendingRewards0,1b40cdfe19e0d6dead46825d18232a2c4f217aa0b9fae118dc8082fb62fb5364,1
SYNTH_REENTRANCY::00103::SyntheticReentrancy00103,SyntheticReentrancy00103,i:exit103,exit,train,DAPP::DAppSCAN-source/contracts/Coinbae-Barnbridge_Vault/CommunityVault0xA3C299eEE1998F45c20010276684921EBE6423D9::CommunityVault,i:setAllowance,setAllowance,safeTransfer,withdrawalRequests1,bd5a5317799c7d219418b746a3f3489062deb6f52beacbc46e21aa0a7c55fcf1,1
SYNTH_REENTRANCY::00104::SyntheticReentrancy00104,SyntheticReentrancy00104,i:claim104,claim,train,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-MapleFinance/liquidations-35c628e5ab45fbffaab7aef43a030a98b712a94a::Liquidator,i:liquidatePortion,liquidatePortion,transfer,shares2,5336af589d95bbf8adde72fb19ccc673cb901ee6a48f240641c31d5a9c3f0803,1
SYNTH_REENTRANCY::00105::SyntheticReentrancy00105,SyntheticReentrancy00105,i:settle105,settle,test,DAPP::DAppSCAN-source/contracts/consensys-GrowthDeFi WHEAT/wheat-v1-core-8360ac0a537589bb974e8a5a169bb3e7c95d2857::Exchange,i:convertFundsFromInput,convertFundsFromInput,call,stakes3,2c71f216bf7ad48e5754e6a7bdbe66041602b83bd55784afcd437dfd4486bfbb,1
SYNTH_REENTRANCY::00106::SyntheticReentrancy00106,SyntheticReentrancy00106,i:collect106,collect,test,DAPP::DAppSCAN-source/contracts/ImmuneBytes-Bird Money(MasterChef)-Audit Report/bird-farm-contracts-dfd2502b73c8f54c9081682c3eb070fcd3c00629::MasterChef,i:emergencyWithdraw,emergencyWithdraw,transfer,claims4,85faaba1c9789cfb20816b97979998d1f8f66f8773203965ad61afb939eee312,1
SYNTH_REENTRANCY::00107::SyntheticReentrancy00107,SyntheticReentrancy00107,i:harvest107,harvest,train,"DAPP::DAppSCAN-source/contracts/Inspex-Tokens, Farm & Shop/-SpeedStar-Audit-3e39d7acf9c1aa9f3a5511c161c2035ba7d6bc1f::Staking",i:depositStable,depositStable,send,escrowed5,44ad62db180d768e7901ee6bf442c45cb36e830064cc9b7f2c20718a24d6b22d,1
SYNTH_REENTRANCY::00108::SyntheticReentrancy00108,SyntheticReentrancy00108,i:withdraw108,withdraw,train,FORGE::vfp_00125::Aori,i:cancel,cancel,safeTransfer,payouts6,9ea542a7edcde51192f3fa5e1ea30a9bfd473d0493187397724bd8cfda8fe579,1
SYNTH_REENTRANCY::00109::SyntheticReentrancy00109,SyntheticReentrancy00109,i:claimReward109,claimReward,train,DAPP::DAppSCAN-source/contracts/Coinbae-Hakka_Finance_wHakka/code::wHakka,i:unstake,unstake,transfer,positions7,7a0fff86387f23574b66e7a0e1c12a2d0fe2bf5d31bdced0585534e023853277,1
SYNTH_REENTRANCY::00110::SyntheticReentrancy00110,SyntheticReentrancy00110,i:refund110,refund,train,DAPP::DAppSCAN-source/contracts/Chainsulting-Furucombo-project2/trevi-b3f7fd332873321152db48c9d43fc23a60a29f1a::FountainBase,i:_withdrawAngel,_withdrawAngel,call,balances8,ac831f71e16c741977549504005536230ed47a47de5fdcc93d28384c19773aec,1
SYNTH_REENTRANCY::00111::SyntheticReentrancy00111,SyntheticReentrancy00111,i:unstake111,unstake,test,FORGE::vfp_00260::Router_Adapter,i:relayTokens,relayTokens,transfer,credits9,fb1dbc5d100cf77a47ff184c6219fba5f1d60c889ea44da03605e16436604d2a,1
SYNTH_REENTRANCY::00112::SyntheticReentrancy00112,SyntheticReentrancy00112,i:redeem112,redeem,train,FORGE::vfp_00215::ScrollChainValidium,i:_finalizeBundle,_finalizeBundle,send,pendingRewards10,c28914a3702af94cd23bffc54ebce910b2864bab6a8a79fcbe797d47eaaebc1b,1
SYNTH_REENTRANCY::00113::SyntheticReentrancy00113,SyntheticReentrancy00113,i:payout113,payout,train,DAPP::DAppSCAN-source/contracts/PeckShield-PlutosV1/plutos-eth-contract-0777815::PMintBurn,i:deposit,deposit,safeTransfer,withdrawalRequests11,7d458e7da9b834f7b9b911ed61af49bee04e63b7780bee61b8b947cc53334b4f,1
SYNTH_REENTRANCY::00114::SyntheticReentrancy00114,SyntheticReentrancy00114,i:release114,release,val,DAPP::DAppSCAN-source/contracts/QuillAudits-GearBox Protocol-GearBox Protocol/gearbox-contracts-0ac33ba87212ce056ac6b6357ad74161d417158a::UniswapV3Adapter,i:exactOutputSingle,exactOutputSingle,transfer,shares12,04001c6d20d8699e06b8a67e37fa9975b917bb2136289cc991af28b653f48d7c,1
SYNTH_REENTRANCY::00115::SyntheticReentrancy00115,SyntheticReentrancy00115,i:exit115,exit,train,DAPP::DAppSCAN-source/contracts/SlowMist-CFFv2 Smart Contract Security Audit Report/cff-contract-v2-c86bef3f13c7585f547f9cd0ca900f94664e96b7::CFVaultV2,i:withdraw,withdraw,call,stakes13,4a1c60d3c19389654cfbc280d1e97151690835fced3eaf4a39c681f2198d3e96,1
SYNTH_REENTRANCY::00116::SyntheticReentrancy00116,SyntheticReentrancy00116,i:claim116,claim,train,FORGE::vfp_00221::LimitOrderHook,i:_afterSwap,_afterSwap,transfer,claims14,b31f3067a8460b56b702dd97336d98c9f9be0306d60e1017c8c721c86031df23,1
SYNTH_REENTRANCY::00117::SyntheticReentrancy00117,SyntheticReentrancy00117,i:settle117,settle,val,DAPP::DAppSCAN-source/contracts/SlowMist-Starcrazy Smart Contract Security Audit Report/starcrazy-contracts-e9e11d234ac065726e108a73dfcd5efbad26f2c5::GFSBonus,i:withdraw,withdraw,send,escrowed15,8de586f6e4fb4a9a6a05464ffd19c92eb605a54d1ae02c412b5ccd887649be10,1
SYNTH_REENTRANCY::00118::SyntheticReentrancy00118,SyntheticReentrancy00118,i:collect118,collect,train,DAPP::DAppSCAN-source/contracts/Coinfabrik-Woonkly Security Audit (DEX STAKE)/STAKESmartContractPreRelease-main::WOOPStake,i:processReward,processReward,safeTransfer,payouts16,36267f6e9d518fdc5d198d817f21bc7767ac0ddc9280287dbff88dd7acf92cc3,1
SYNTH_REENTRANCY::00119::SyntheticReentrancy00119,SyntheticReentrancy00119,i:harvest119,harvest,train,DAPP::DAppSCAN-source/contracts/Iosiro-SNX FlashBurn Smart Contract Audit/flashburn-3aa02a3d63d9e0110a5b6669a4a4011ceee3cf2b::SNXFlashLoanTool,i:swap,swap,transfer,positions0,91a2c2068659cb285a27dac7e48aceac22abd482cfec000253453dc15f4afc20,1
SYNTH_REENTRANCY::00120::SyntheticReentrancy00120,SyntheticReentrancy00120,i:withdraw120,withdraw,train,FORGE::vfp_00174::P2pResolvProxy,i:initiateWithdrawalRESOLVAccruedRewards,initiateWithdrawalRESOLVAccruedRewards,call,balances1,b8a3e6743f2db20daf84858db00759bf3e8cfe1fa2e65e460e49ba9dfb37c05a,1
SYNTH_REENTRANCY::00121::SyntheticReentrancy00121,SyntheticReentrancy00121,i:claimReward121,claimReward,train,DAPP::DAppSCAN-source/contracts/consensys-Gamma/hypervisor-41fd4abf79864478523e87924d4e80d80df04879::UniProxy,i:deposit,deposit,transfer,credits2,17ac30602d28b0f5ad90a18029fd7e440137d48ced0e68bdabe65bd1c21046e8,1
SYNTH_REENTRANCY::00122::SyntheticReentrancy00122,SyntheticReentrancy00122,i:refund122,refund,train,FORGE::vfp_00175::P2pYieldProxy,i:_withdraw,_withdraw,send,pendingRewards3,7f12b91fc8d0ebf432678ebe0324d48e3d0e36da4858d2e7876db5115f21e88a,1
SYNTH_REENTRANCY::00123::SyntheticReentrancy00123,SyntheticReentrancy00123,i:unstake123,unstake,val,FORGE::vfp_00001::AgentImageService,i:requestRefund,requestRefund,safeTransfer,withdrawalRequests4,0ed4c6ec70206ff311fae9967113141be9e26b6bc650fdafd264c00b3241aeb5,1
SYNTH_REENTRANCY::00124::SyntheticReentrancy00124,SyntheticReentrancy00124,i:redeem124,redeem,val,DAPP::DAppSCAN-source/contracts/SlowMist-Starcrazy Smart Contract Security Audit Report/starcrazy-contracts-e9e11d234ac065726e108a73dfcd5efbad26f2c5::Auction,i:setGeneScienceAddress,setGeneScienceAddress,transfer,shares5,d48a337e44a288c2f959304c9c1de9b5e5e483d3d6b804adb88c70cfef9bc4de,1
SYNTH_REENTRANCY::00125::SyntheticReentrancy00125,SyntheticReentrancy00125,i:payout125,payout,train,DAPP::DAppSCAN-source/contracts/QuillAudits-1inch-Limit Order Protocol/limit-order-protocol-a14bde6a260458de5083cee117d734221e1cbc05::LimitOrderProtocol,i:fillOrderTo,fillOrderTo,call,stakes6,8f74e8f6c0193fc7bee679f6e7687ef27ff73e68cf025f2505ae8a9b872e6d67,1
SYNTH_REENTRANCY::00126::SyntheticReentrancy00126,SyntheticReentrancy00126,i:release126,release,val,DAPP::DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Vaults V3/yearn-vaults-e390c2a6b2ba6e2ecc8f3a72a1ea4adfabd17544::yWETH,i:withdrawETH,withdrawETH,transfer,claims7,b52449caa1288ef19add0a67831f201981327b244a1b1d32482b9092953aad0c,1
SYNTH_REENTRANCY::00127::SyntheticReentrancy00127,SyntheticReentrancy00127,i:exit127,exit,train,DAPP::DAppSCAN-source/contracts/PeckShield-BNPL/BNPL-0ee587a081668dcab166a3a275b8a6c4794ead4d::BankingNode,i:unstake,unstake,send,escrowed8,544d1f51787c4005dc2de4d2e6c160e6d8009052bf901a27c8a82227b83f7868,1
SYNTH_REENTRANCY::00128::SyntheticReentrancy00128,SyntheticReentrancy00128,i:claim128,claim,train,FORGE::vfp_00032::CurveConvexLib,i:unstakeAndExitPool,unstakeAndExitPool,safeTransfer,payouts9,276ca1e1970a40c68d96ca3bd4ba2be93c5f4803fa9e303f6ae46d00e7f8b1b1,1
SYNTH_REENTRANCY::00129::SyntheticReentrancy00129,SyntheticReentrancy00129,i:settle129,settle,train,FORGE::vfp_00045::PDPVerifier,i:nextProvingPeriod,nextProvingPeriod,transfer,positions10,cf944b308f109085f2a1984eddf32c280fba01907a306f1d49e82c202b366973,1
SYNTH_REENTRANCY::00130::SyntheticReentrancy00130,SyntheticReentrancy00130,i:collect130,collect,train,FORGE::vfp_00234::mErc20Host,i:_verifyProof,_verifyProof,call,balances11,0fa3a2e52d803a5d04801f9aa01f0751627e26fc00d161ae05897814e38ae21a,1
SYNTH_REENTRANCY::00131::SyntheticReentrancy00131,SyntheticReentrancy00131,i:harvest131,harvest,train,DAPP::DAppSCAN-source/contracts/Coinbae-Pud.Fi Masterchef_Audit/MasterChef0x15Bee180BB39eE5c0166E63313C33984376930Db::MasterChef,i:emergencyWithdraw,emergencyWithdraw,transfer,credits12,96a9163094ba8d13584673302489d17b7810952fe953ca2c52382d1d348bb83b,1
SYNTH_REENTRANCY::00132::SyntheticReentrancy00132,SyntheticReentrancy00132,i:withdraw132,withdraw,train,DAPP::DAppSCAN-source/contracts/PeckShield-Arche/Arche_v1.0_Eros-909f35e0064d636aaf61954a6026fda7b2bade7f::D_Swap,i:Impl_Delivery,Impl_Delivery,send,pendingRewards13,5526848965a26e70c1a127d2c70d7b435f3f1ab68974f4d180cb41fdb2004dc6,1
SYNTH_REENTRANCY::00133::SyntheticReentrancy00133,SyntheticReentrancy00133,i:claimReward133,claimReward,val,DAPP::DAppSCAN-source/contracts/QuillAudits-GearBox Protocol-GearBox Protocol/gearbox-contracts-0ac33ba87212ce056ac6b6357ad74161d417158a::UniswapV2Adapter,i:swapExactTokensForTokens,swapExactTokensForTokens,safeTransfer,withdrawalRequests14,025ae439a72c3987f54ffea110d872c28fb5bd9e2b8a1253020993f41d00726e,1
SYNTH_REENTRANCY::00134::SyntheticReentrancy00134,SyntheticReentrancy00134,i:refund134,refund,train,DAPP::DAppSCAN-source/contracts/consensys-PoolTogether_Pods/pods-v3-contracts-879dc8b911fc506dd6bead1f36eade919ccfea57::TokenDrop,i:claim,claim,transfer,shares15,a633c56a0c2e56390d74f084b9612e49d8f6aa11b198e9d02631229173f65db3,1
SYNTH_REENTRANCY::00135::SyntheticReentrancy00135,SyntheticReentrancy00135,i:unstake135,unstake,train,DAPP::DAppSCAN-source/contracts/QuillAudits-Algovest/AlgoVestStaking0x090e69e7F48AFC059e480F297042DEA396B971e7::AlgoVestStaking,i:AVSTokenDonation,AVSTokenDonation,call,stakes16,747cddac2d3dfc283ee21c056723fa4eb0135c7a00a63d18434818f7a563895e,1
SYNTH_REENTRANCY::00136::SyntheticReentrancy00136,SyntheticReentrancy00136,i:redeem136,redeem,train,DAPP::DAppSCAN-source/contracts/PeckShield-DSG/core-6f607f77698936e132e4e9b5cb4d75580636d919::NftEarnErc20Pool,i:slotStake,slotStake,transfer,claims0,ceb56f9a8e4692c72b760ebaaee8e6bb43686c240c1082a23c70b955bfac6034,1
SYNTH_REENTRANCY::00137::SyntheticReentrancy00137,SyntheticReentrancy00137,i:payout137,payout,val,DAPP::DAppSCAN-source/contracts/SlowMist-Starcrazy Smart Contract Security Audit Report/starcrazy-contracts-e9e11d234ac065726e108a73dfcd5efbad26f2c5::Aliana,i:setGeneScienceAddress,setGeneScienceAddress,send,escrowed1,73ae00cdcfd2a0d59e445288587d38a9c48faa36eba7ebc0c29091cb0dc48250,1
