severity,issue,split,graph_id,source,project,contract,function,label,vulnerability_type,file,line,source_hash,state_count,external_call_count,external_methods,example_call,details
HIGH,unchecked_call_positive_without_low_level_call_signal,train,DAPP::DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Vaults V3/yearn-vaults-e390c2a6b2ba6e2ecc8f3a72a1ea4adfabd17544::BaseWrapper,DAPP,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Vaults V3/yearn-vaults-e390c2a6b2ba6e2ecc8f3a72a1ea4adfabd17544,BaseWrapper,_deposit,1,Unchecked Call Return (SWC-104),DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Vaults V3/yearn-vaults-e390c2a6b2ba6e2ecc8f3a72a1ea4adfabd17544/contracts/BaseWrapper.sol,L138,5718e27c4f5effa0,3,9,safeTransferFrom|allowance|safeApprove|balanceOf|deposit|deposit|deposit|balanceOf|transfer,"token.safeTransferFrom(depositor, address(this), amount)",Unchecked-call positive lacks obvious .call/.send/delegatecall/staticcall signal in function/callee text.
HIGH,unchecked_call_positive_without_low_level_call_signal,train,DAPP::DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Vaults V3/yearn-vaults-e390c2a6b2ba6e2ecc8f3a72a1ea4adfabd17544::BaseWrapper,DAPP,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Vaults V3/yearn-vaults-e390c2a6b2ba6e2ecc8f3a72a1ea4adfabd17544,BaseWrapper,_withdraw,1,Unchecked Call Return (SWC-104),DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Vaults V3/yearn-vaults-e390c2a6b2ba6e2ecc8f3a72a1ea4adfabd17544/contracts/BaseWrapper.sol,L174,a97a0082cd28b2ac,3,12,balanceOf|allowance|maxAvailableShares|transferFrom|decimals|pricePerShare|withdraw|withdraw|allowance|safeApprove|deposit|safeTransfer,vaults[id].balanceOf(sender),Unchecked-call positive lacks obvious .call/.send/delegatecall/staticcall signal in function/callee text.
HIGH,unchecked_call_positive_without_low_level_call_signal,train,DAPP::DAppSCAN-source/contracts/openzeppelin-Alpha_Finance_Homora_V2/alpha-homora-v2-contract-5efa332f2ecf8e9705c326cffda5305bc6f752f7::WMasterChef,DAPP,DAppSCAN-source/contracts/openzeppelin-Alpha_Finance_Homora_V2/alpha-homora-v2-contract-5efa332f2ecf8e9705c326cffda5305bc6f752f7,WMasterChef,mint,1,Unchecked Call Return (SWC-104),DAppSCAN-source/contracts/openzeppelin-Alpha_Finance_Homora_V2/alpha-homora-v2-contract-5efa332f2ecf8e9705c326cffda5305bc6f752f7/WMasterChef.sol,L63,45c5aa1d737d0161,1,6,poolInfo|safeTransferFrom|allowance|approve|deposit|poolInfo,chef.poolInfo(pid),Unchecked-call positive lacks obvious .call/.send/delegatecall/staticcall signal in function/callee text.
HIGH,unchecked_call_positive_without_low_level_call_signal,train,DAPP::DAppSCAN-source/contracts/Hacken-Codex on Althash/Codex-Rewards-Platform-d364d0ef9258dd468f8202a352c58724d6b65638::CDEXStakingPool,DAPP,DAppSCAN-source/contracts/Hacken-Codex on Althash/Codex-Rewards-Platform-d364d0ef9258dd468f8202a352c58724d6b65638,CDEXStakingPool,stake,1,Unchecked Call Return (SWC-104),DAppSCAN-source/contracts/Hacken-Codex on Althash/Codex-Rewards-Platform-d364d0ef9258dd468f8202a352c58724d6b65638/contracts/CDEX_rewards.sol,L362 - L391,903cbaf8cb01b7da,5,4,insert|remove|insert|transferFrom,"CDEXRanking.insert(amount, msg.sender)",Unchecked-call positive lacks obvious .call/.send/delegatecall/staticcall signal in function/callee text.
HIGH,unchecked_call_positive_without_low_level_call_signal,train,DAPP::DAppSCAN-source/contracts/Hacken-Codex on Althash/Codex-Rewards-Platform-d364d0ef9258dd468f8202a352c58724d6b65638::CDEXStakingPool,DAPP,DAppSCAN-source/contracts/Hacken-Codex on Althash/Codex-Rewards-Platform-d364d0ef9258dd468f8202a352c58724d6b65638,CDEXStakingPool,withdraw,1,Unchecked Call Return (SWC-104),DAppSCAN-source/contracts/Hacken-Codex on Althash/Codex-Rewards-Platform-d364d0ef9258dd468f8202a352c58724d6b65638/contracts/CDEX_rewards.sol,L395 - L420,4fa4a14e15353c1e,5,3,remove|insert|transfer,"CDEXRanking.remove(_balances[msg.sender], msg.sender)",Unchecked-call positive lacks obvious .call/.send/delegatecall/staticcall signal in function/callee text.
HIGH,unchecked_call_positive_without_low_level_call_signal,train,DAPP::DAppSCAN-source/contracts/Hacken-Codex on Althash/Codex-Rewards-Platform-d364d0ef9258dd468f8202a352c58724d6b65638::CDEXStakingPool,DAPP,DAppSCAN-source/contracts/Hacken-Codex on Althash/Codex-Rewards-Platform-d364d0ef9258dd468f8202a352c58724d6b65638,CDEXStakingPool,getReward,1,Unchecked Call Return (SWC-104),DAppSCAN-source/contracts/Hacken-Codex on Althash/Codex-Rewards-Platform-d364d0ef9258dd468f8202a352c58724d6b65638/contracts/CDEX_rewards.sol,L424 - L456,b081ae7f2567c293,11,1,transfer,"CDEXToken.transfer(msg.sender, reward.add(loyaltyBonus))",Unchecked-call positive lacks obvious .call/.send/delegatecall/staticcall signal in function/callee text.
HIGH,unchecked_call_positive_without_low_level_call_signal,train,DAPP::DAppSCAN-source/contracts/Hacken-Codex on Althash/Codex-Rewards-Platform-d364d0ef9258dd468f8202a352c58724d6b65638::CDEXStakingPool,DAPP,DAppSCAN-source/contracts/Hacken-Codex on Althash/Codex-Rewards-Platform-d364d0ef9258dd468f8202a352c58724d6b65638,CDEXStakingPool,depositTokens,1,Unchecked Call Return (SWC-104),DAppSCAN-source/contracts/Hacken-Codex on Althash/Codex-Rewards-Platform-d364d0ef9258dd468f8202a352c58724d6b65638/contracts/CDEX_rewards.sol,L486 - L498,2fb5ee8da4d4662b,5,1,transferFrom,"CDEXToken.transferFrom(owner, address(this), amount)",Unchecked-call positive lacks obvious .call/.send/delegatecall/staticcall signal in function/callee text.
HIGH,unchecked_call_positive_without_low_level_call_signal,train,DAPP::DAppSCAN-source/contracts/Chainsecurity-Oasis  Multiply Smart Contracts/multiply-proxy-actions-e277ac1471a95138aaa93b39cf2c16c36c769740::MultiplyProxyActions,DAPP,DAppSCAN-source/contracts/Chainsecurity-Oasis  Multiply Smart Contracts/multiply-proxy-actions-e277ac1471a95138aaa93b39cf2c16c36c769740,MultiplyProxyActions,increaseMultipleDepositCollateral,1,Unchecked Call Return (SWC-104),DAppSCAN-source/contracts/Chainsecurity-Oasis  Multiply Smart Contracts/multiply-proxy-actions-e277ac1471a95138aaa93b39cf2c16c36c769740/contracts/multiply/MultiplyProxyActions.sol,L172,cf0c9904af69554d,1,5,gem|deposit|transfer|transferFrom|transferFrom,IJoin(cdpData.gemJoin).gem(),Unchecked-call positive lacks obvious .call/.send/delegatecall/staticcall signal in function/callee text.
HIGH,unchecked_call_positive_without_low_level_call_signal,train,DAPP::DAppSCAN-source/contracts/Coinbae-Pud.Fi Masterchef_Audit/MasterChef0x15Bee180BB39eE5c0166E63313C33984376930Db::MasterChef,DAPP,DAppSCAN-source/contracts/Coinbae-Pud.Fi Masterchef_Audit/MasterChef0x15Bee180BB39eE5c0166E63313C33984376930Db,MasterChef,safePudTransfer,1,Unchecked Call Return (SWC-104),DAppSCAN-source/contracts/Coinbae-Pud.Fi Masterchef_Audit/MasterChef0x15Bee180BB39eE5c0166E63313C33984376930Db/contracts/MasterChef.sol,L333 - L340,3dc83b6f50ffe4c5,1,3,balanceOf|transfer|transfer,pud.balanceOf(address(this)),Unchecked-call positive lacks obvious .call/.send/delegatecall/staticcall signal in function/callee text.
HIGH,unchecked_call_positive_without_low_level_call_signal,train,DAPP::DAppSCAN-source/contracts/Coinbae-Pud.Fi Masterchef_Audit/MasterChef0x15Bee180BB39eE5c0166E63313C33984376930Db::MasterChef,DAPP,DAppSCAN-source/contracts/Coinbae-Pud.Fi Masterchef_Audit/MasterChef0x15Bee180BB39eE5c0166E63313C33984376930Db,MasterChef,setPoolStrategy,1,Unchecked Call Return (SWC-104),DAppSCAN-source/contracts/Coinbae-Pud.Fi Masterchef_Audit/MasterChef0x15Bee180BB39eE5c0166E63313C33984376930Db/contracts/MasterChef.sol,L384 - L389,14b6f04f5ab04586,1,2,harvest|withdrawAll,IStrategy(pool.strategy).harvest(),Unchecked-call positive lacks obvious .call/.send/delegatecall/staticcall signal in function/callee text.
HIGH,unchecked_call_positive_without_low_level_call_signal,train,DAPP::DAppSCAN-source/contracts/Coinbae-Pud.Fi Strategy_Bacdai/StrategyBasisBacDaiLp0x31dfcB1C5dF01A27F8b0b5F9cD1585FE92C7970e::StrategyBasisFarmBase,DAPP,DAppSCAN-source/contracts/Coinbae-Pud.Fi Strategy_Bacdai/StrategyBasisBacDaiLp0x31dfcB1C5dF01A27F8b0b5F9cD1585FE92C7970e,StrategyBasisFarmBase,harvest,1,Unchecked Call Return (SWC-104),DAppSCAN-source/contracts/Coinbae-Pud.Fi Strategy_Bacdai/StrategyBasisBacDaiLp0x31dfcB1C5dF01A27F8b0b5F9cD1585FE92C7970e/contracts/strategies/strategy-basis-farm-base.sol,L78 - L152,408c72da1dfd2485,10,18,claimReward|balanceOf|safeTransfer|treasury|balanceOf|balanceOf|balanceOf|safeApprove|safeApprove|safeApprove|safeApprove|addLiquidity|transfer|treasury|balanceOf|safeTransfer|treasury|balanceOf,IStakingRewards(pool).claimReward(poolId),Unchecked-call positive lacks obvious .call/.send/delegatecall/staticcall signal in function/callee text.
HIGH,unchecked_call_positive_without_low_level_call_signal,train,DAPP::DAppSCAN-source/contracts/Coinbae-Pud.Fi Strategy_Bacdai/StrategyBasisBacDaiLp0x31dfcB1C5dF01A27F8b0b5F9cD1585FE92C7970e::StrategyBase,DAPP,DAppSCAN-source/contracts/Coinbae-Pud.Fi Strategy_Bacdai/StrategyBasisBacDaiLp0x31dfcB1C5dF01A27F8b0b5F9cD1585FE92C7970e,StrategyBase,_swapUniswap,1,Unchecked Call Return (SWC-104),DAppSCAN-source/contracts/Coinbae-Pud.Fi Strategy_Bacdai/StrategyBasisBacDaiLp0x31dfcB1C5dF01A27F8b0b5F9cD1585FE92C7970e/contracts/strategies/strategy-base.sol,L237 - L268,1d826a09fcf79336,2,3,safeApprove|safeApprove|swapExactTokensForTokens,"IERC20(_from).safeApprove(univ2Router2, 0)",Unchecked-call positive lacks obvious .call/.send/delegatecall/staticcall signal in function/callee text.
HIGH,unchecked_call_positive_without_low_level_call_signal,train,DAPP::DAppSCAN-source/contracts/Coinbae-Pud.Fi Strategy_Bacdai/StrategyBasisBacDaiLp0x31dfcB1C5dF01A27F8b0b5F9cD1585FE92C7970e::StrategyBase,DAPP,DAppSCAN-source/contracts/Coinbae-Pud.Fi Strategy_Bacdai/StrategyBasisBacDaiLp0x31dfcB1C5dF01A27F8b0b5F9cD1585FE92C7970e,StrategyBase,_swapUniswapWithPath,1,Unchecked Call Return (SWC-104),DAppSCAN-source/contracts/Coinbae-Pud.Fi Strategy_Bacdai/StrategyBasisBacDaiLp0x31dfcB1C5dF01A27F8b0b5F9cD1585FE92C7970e/contracts/strategies/strategy-base.sol,L271 - L288,babf3433fdf609b1,1,3,safeApprove|safeApprove|swapExactTokensForTokens,"IERC20(path[0]).safeApprove(univ2Router2, 0)",Unchecked-call positive lacks obvious .call/.send/delegatecall/staticcall signal in function/callee text.
HIGH,unchecked_call_positive_without_low_level_call_signal,train,DAPP::DAppSCAN-source/contracts/Coinbae-Pud.Fi Strategy_Bacdai/StrategyBasisBacDaiLp0x31dfcB1C5dF01A27F8b0b5F9cD1585FE92C7970e::StrategyBase,DAPP,DAppSCAN-source/contracts/Coinbae-Pud.Fi Strategy_Bacdai/StrategyBasisBacDaiLp0x31dfcB1C5dF01A27F8b0b5F9cD1585FE92C7970e,StrategyBase,_swapSushiswap,1,Unchecked Call Return (SWC-104),DAppSCAN-source/contracts/Coinbae-Pud.Fi Strategy_Bacdai/StrategyBasisBacDaiLp0x31dfcB1C5dF01A27F8b0b5F9cD1585FE92C7970e/contracts/strategies/strategy-base.sol,L291 - L322,3fb65ec8b8dedc6d,2,3,safeApprove|safeApprove|swapExactTokensForTokens,"IERC20(_from).safeApprove(sushiRouter, 0)",Unchecked-call positive lacks obvious .call/.send/delegatecall/staticcall signal in function/callee text.
HIGH,unchecked_call_positive_without_low_level_call_signal,train,DAPP::DAppSCAN-source/contracts/Coinbae-Pud.Fi Strategy_Bacdai/StrategyBasisBacDaiLp0x31dfcB1C5dF01A27F8b0b5F9cD1585FE92C7970e::StrategyBase,DAPP,DAppSCAN-source/contracts/Coinbae-Pud.Fi Strategy_Bacdai/StrategyBasisBacDaiLp0x31dfcB1C5dF01A27F8b0b5F9cD1585FE92C7970e,StrategyBase,_swapSushiswapWithPath,1,Unchecked Call Return (SWC-104),DAppSCAN-source/contracts/Coinbae-Pud.Fi Strategy_Bacdai/StrategyBasisBacDaiLp0x31dfcB1C5dF01A27F8b0b5F9cD1585FE92C7970e/contracts/strategies/strategy-base.sol,L325 - L342,26178ceeff9591a4,1,3,safeApprove|safeApprove|swapExactTokensForTokens,"IERC20(path[0]).safeApprove(sushiRouter, 0)",Unchecked-call positive lacks obvious .call/.send/delegatecall/staticcall signal in function/callee text.
HIGH,unchecked_call_positive_without_low_level_call_signal,train,DAPP::DAppSCAN-source/contracts/Chainsecurity-Angle Protocol  Borrowing Module/angle-borrow-0363b6a137a44e22ee06b3187ba74f7798c1af08::VaultManager,DAPP,DAppSCAN-source/contracts/Chainsecurity-Angle Protocol  Borrowing Module/angle-borrow-0363b6a137a44e22ee06b3187ba74f7798c1af08,VaultManager,liquidate,1,Unchecked Call Return (SWC-104),DAppSCAN-source/contracts/Chainsecurity-Angle Protocol  Borrowing Module/angle-borrow-0363b6a137a44e22ee06b3187ba74f7798c1af08/contracts/vaultManager/VaultManager.sol,L692,ac5a863526693c62,8,1,read,oracle.read(),Unchecked-call positive lacks obvious .call/.send/delegatecall/staticcall signal in function/callee text.
HIGH,negative_contains_strong_low_level_call_pattern,train,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxFinance/frax-solidity-3f0993a70e3496fd27887db7754d68709c84015e::SigRelayer2,DAPP,DAppSCAN-source/contracts/Trail_of_Bits-FraxFinance/frax-solidity-3f0993a70e3496fd27887db7754d68709c84015e,SigRelayer2,relayBySigsGST,0,,,,a48ee514dc5dce7b,2,2,call|call,"compToken.call(abi.encodeWithSignature(""delegateBySig(address,uint256,uint256,uint8,bytes32,bytes32)"", sig.delegatee, si",Negative interaction contains low-level call/delegatecall/send/staticcall signal.
HIGH,negative_contains_strong_low_level_call_pattern,train,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxFinance/frax-solidity-3f0993a70e3496fd27887db7754d68709c84015e::SigRelayer2,DAPP,DAppSCAN-source/contracts/Trail_of_Bits-FraxFinance/frax-solidity-3f0993a70e3496fd27887db7754d68709c84015e,SigRelayer2,relayBySigs,0,,,,8ffbeabf85fccce2,2,2,call|call,"compToken.call(abi.encodeWithSignature(""delegateBySig(address,uint256,uint256,uint8,bytes32,bytes32)"", sig.delegatee, si",Negative interaction contains low-level call/delegatecall/send/staticcall signal.
HIGH,negative_contains_strong_low_level_call_pattern,train,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxFinance/frax-solidity-3f0993a70e3496fd27887db7754d68709c84015e::UniLPToSushiLPMigrator,DAPP,DAppSCAN-source/contracts/Trail_of_Bits-FraxFinance/frax-solidity-3f0993a70e3496fd27887db7754d68709c84015e,UniLPToSushiLPMigrator,delegatecall_stake,0,,,,1195b5f8957921a6,1,1,delegatecall,"address(SourceStakingContract).delegatecall(abi.encode(bytes4(keccak256(""stake(uint256)"")), 1000000000000000000))",Negative interaction contains low-level call/delegatecall/send/staticcall signal.
HIGH,negative_contains_strong_low_level_call_pattern,train,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxFinance/frax-solidity-3f0993a70e3496fd27887db7754d68709c84015e::UniLPToSushiLPMigrator,DAPP,DAppSCAN-source/contracts/Trail_of_Bits-FraxFinance/frax-solidity-3f0993a70e3496fd27887db7754d68709c84015e,UniLPToSushiLPMigrator,delegatecall_getReward,0,,,,3f64194c426e8d21,1,1,delegatecall,"address(SourceStakingContract).delegatecall(             abi.encodeWithSignature(""getReward()"")         )",Negative interaction contains low-level call/delegatecall/send/staticcall signal.
HIGH,negative_contains_strong_low_level_call_pattern,train,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxFinance/frax-solidity-3f0993a70e3496fd27887db7754d68709c84015e::UniLPToSushiLPMigrator,DAPP,DAppSCAN-source/contracts/Trail_of_Bits-FraxFinance/frax-solidity-3f0993a70e3496fd27887db7754d68709c84015e,UniLPToSushiLPMigrator,migrate_all_locked,0,,,,0a25944001e90bf7,10,16,unlockStakes|lockedStakesOf|delegatecall|delegatecall|delegatecall|token0|token1|delegatecall|token0|delegatecall|token1|delegatecall|token0|token1|delegatecall|unlockStakes,SourceStakingContract.unlockStakes(),Negative interaction contains low-level call/delegatecall/send/staticcall signal.
HIGH,unchecked_call_positive_without_low_level_call_signal,train,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxFinance/frax-solidity-3f0993a70e3496fd27887db7754d68709c84015e::CurveAMO,DAPP,DAppSCAN-source/contracts/Trail_of_Bits-FraxFinance/frax-solidity-3f0993a70e3496fd27887db7754d68709c84015e,CurveAMO,giveCollatBack,1,Unchecked Call Return (SWC-104),DAppSCAN-source/contracts/Trail_of_Bits-FraxFinance/frax-solidity-3f0993a70e3496fd27887db7754d68709c84015e/contracts/Curve/CurveAMO.sol,L371,4b0512fa80e8a534,3,1,transfer,"collateral_token.transfer(address(pool), amount)",Unchecked-call positive lacks obvious .call/.send/delegatecall/staticcall signal in function/callee text.
HIGH,unchecked_call_positive_without_low_level_call_signal,train,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxFinance/frax-solidity-3f0993a70e3496fd27887db7754d68709c84015e::InvestorAMO_V2,DAPP,DAppSCAN-source/contracts/Trail_of_Bits-FraxFinance/frax-solidity-3f0993a70e3496fd27887db7754d68709c84015e,InvestorAMO_V2,giveCollatBack,1,Unchecked Call Return (SWC-104),DAppSCAN-source/contracts/Trail_of_Bits-FraxFinance/frax-solidity-3f0993a70e3496fd27887db7754d68709c84015e/contracts/Misc_AMOs/InvestorAMO_V2.sol,L263,a523cd6a4b17b926,4,1,transfer,"collateral_token.transfer(address(pool), amount)",Unchecked-call positive lacks obvious .call/.send/delegatecall/staticcall signal in function/callee text.
HIGH,unchecked_call_positive_without_low_level_call_signal,train,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxFinance/frax-solidity-3f0993a70e3496fd27887db7754d68709c84015e::FraxPool,DAPP,DAppSCAN-source/contracts/Trail_of_Bits-FraxFinance/frax-solidity-3f0993a70e3496fd27887db7754d68709c84015e,FraxPool,mint1t1FRAX,1,Unchecked Call Return (SWC-104),DAppSCAN-source/contracts/Trail_of_Bits-FraxFinance/frax-solidity-3f0993a70e3496fd27887db7754d68709c84015e/contracts/Frax/Pools/FraxPool.sol,L204,f334b8ef659ad413,7,5,global_collateral_ratio|balanceOf|calcMint1t1FRAX|transferFrom|pool_mint,FRAX.global_collateral_ratio(),Unchecked-call positive lacks obvious .call/.send/delegatecall/staticcall signal in function/callee text.
HIGH,unchecked_call_positive_without_low_level_call_signal,train,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxFinance/frax-solidity-3f0993a70e3496fd27887db7754d68709c84015e::FraxPool,DAPP,DAppSCAN-source/contracts/Trail_of_Bits-FraxFinance/frax-solidity-3f0993a70e3496fd27887db7754d68709c84015e,FraxPool,mintFractionalFRAX,1,Unchecked Call Return (SWC-104),DAppSCAN-source/contracts/Trail_of_Bits-FraxFinance/frax-solidity-3f0993a70e3496fd27887db7754d68709c84015e/contracts/Frax/Pools/FraxPool.sol,L250,2dec12a54b7e510a,8,10,fxs_price|global_collateral_ratio|add|sub|balanceOf|MintFF_Params|calcMintFractionalFRAX|pool_burn_from|transferFrom|pool_mint,FRAX.fxs_price(),Unchecked-call positive lacks obvious .call/.send/delegatecall/staticcall signal in function/callee text.
HIGH,unchecked_call_positive_without_low_level_call_signal,train,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxFinance/frax-solidity-3f0993a70e3496fd27887db7754d68709c84015e::FraxPool,DAPP,DAppSCAN-source/contracts/Trail_of_Bits-FraxFinance/frax-solidity-3f0993a70e3496fd27887db7754d68709c84015e,FraxPool,collectRedemption,1,Unchecked Call Return (SWC-104),DAppSCAN-source/contracts/Trail_of_Bits-FraxFinance/frax-solidity-3f0993a70e3496fd27887db7754d68709c84015e/contracts/Frax/Pools/FraxPool.sol,L366,0fd71d7a4350fac0,8,2,transfer|transfer,"FXS.transfer(msg.sender, FXSAmount)",Unchecked-call positive lacks obvious .call/.send/delegatecall/staticcall signal in function/callee text.
HIGH,unchecked_call_positive_without_low_level_call_signal,train,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxFinance/frax-solidity-3f0993a70e3496fd27887db7754d68709c84015e::FraxPool,DAPP,DAppSCAN-source/contracts/Trail_of_Bits-FraxFinance/frax-solidity-3f0993a70e3496fd27887db7754d68709c84015e,FraxPool,recollateralizeFRAX,1,Unchecked Call Return (SWC-104),DAppSCAN-source/contracts/Trail_of_Bits-FraxFinance/frax-solidity-3f0993a70e3496fd27887db7754d68709c84015e/contracts/Frax/Pools/FraxPool.sol,L401,d20c8af4ef19a334,7,7,fxs_price|totalSupply|global_collateral_ratio|globalCollateralValue|calcRecollateralizeFRAXInner|transferFrom|pool_mint,FRAX.fxs_price(),Unchecked-call positive lacks obvious .call/.send/delegatecall/staticcall signal in function/callee text.
